
=====================
|Traveling the rides|
438 t: 35509
1255 t: 37418
1627 t: 47829
1946352======================196 t: 47829
315 t: 31361
1472 t: 37204
1840 t: 40044
166 t: 42643
1824 t: 46051
954 t: 47876
1952923======================197 t: 47876
791 t: 39105
783 t: 40840
1081 t: 41931
2227 t: 45777
1957805======================198 t: 45777
566 t: 37006
1768 t: 38786
1858 t: 43434
1308 t: 45785
1963305======================199 t: 45785
1018 t: 31986
2130 t: 34907
2045 t: 41718
735 t: 44283
1389 t: 49325
1970622======================200 t: 49325
7908 t: 39266
2283 t: 47684
1980813======================201 t: 47684
622 t: 19936
359 t: 30066
679 t: 35301
1481 t: 37539
823 t: 46128
1984777======================202 t: 46128
716 t: 23437
708 t: 28530
979 t: 29532
666 t: 31180
16645 t: 49599
2004491======================203 t: 49599
686 t: 14504
2290 t: 19336
1451 t: 28691
560 t: 30174
2302 t: 33085
1079 t: 34294
1009 t: 35410
1983 t: 37407
1527 t: 39314
2759 t: 43493
2020137======================204 t: 43493
793 t: 13107
8217 t: 21339
1737 t: 31758
864 t: 47621
2031748======================205 t: 47621
2043 t: 20406
810 t: 22766
855 t: 24521
1431 t: 26391
1335 t: 32131
1242 t: 33554
388 t: 34409
516 t: 35970
612 t: 37300
1104 t: 38772
813 t: 40293
762 t: 41834
100 t: 46861
2043759======================206 t: 46861
1262 t: 25431
1100 t: 30919
722 t: 32254
1697 t: 41989
501 t: 49246
2049041======================207 t: 49246
1645 t: 20275
2352 t: 24821
2429 t: 29937
791 t: 31827
1044 t: 33729
1471 t: 35609
1543 t: 37157
1956 t: 40386
1961 t: 45043
2064233======================208 t: 45043
996 t: 34736
618 t: 37470
1505 t: 39877
1189 t: 42210
516 t: 43262
421 t: 46078
1772 t: 48926
2071250======================209 t: 48926
1482 t: 30695
2899 t: 37221
1220 t: 49414
2076851======================210 t: 49414
1794 t: 38601
1315 t: 41546
1861 t: 46921
830 t: 47859
1164 t: 49967
2083815======================211 t: 49967
673 t: 29093
1190 t: 34896
1238 t: 40405
424 t: 41500
874 t: 47019
2088214======================212 t: 47019
994 t: 38173
1609 t: 41318
1109 t: 42973
876 t: 46558
1576 t: 49494
2094378======================213 t: 49494
985 t: 37448
2142 t: 40855
726 t: 42725
927 t: 43785
1219 t: 46006
188 t: 49479
2100565======================214 t: 49479
2192 t: 32062
1839 t: 33903
843 t: 35718
1277 t: 38463
2168 t: 41446
638 t: 44644
1425 t: 47234
2110947======================215 t: 47234
470 t: 28367
514 t: 31537
640 t: 32677
1623 t: 34761
1230 t: 37113
1874 t: 40032
1167 t: 42121
955 t: 43147
1054 t: 45306
2120474======================216 t: 45306
903 t: 35754
1051 t: 36818
1689 t: 40072
946 t: 48998
2125063======================217 t: 48998
1639 t: 40618
2004 t: 47389
1551 t: 49400
2130257======================218 t: 49400
854 t: 18049
771 t: 21202
1562 t: 22800
7093 t: 39544
2155 t: 48810
2142692======================219 t: 48810
179 t: 35178
904 t: 36101
1559 t: 37699
1588 t: 39641
2156 t: 41860
539 t: 49581
2149617======================220 t: 49581
2312 t: 23181
300 t: 24351
1678 t: 27659
1681 t: 35927
642 t: 37691
1210 t: 39289
1195 t: 41211
1262 t: 43377
1103 t: 46374
2161000======================221 t: 46374
1337 t: 27230
1694 t: 29287
972 t: 33848
1286 t: 38683
1659 t: 40473
1638 t: 44384
913 t: 46591
2170499======================222 t: 46591
1058 t: 22740
1196 t: 27544
505 t: 28577
1397 t: 31743
848 t: 42523
1645 t: 45186
1109 t: 47326
1452 t: 49359
2179709======================223 t: 49359
1963 t: 32853
2630 t: 35870
2013 t: 42753
1876 t: 45824
382 t: 49161
2188573======================224 t: 49161
752 t: 31353
1068 t: 34320
1692 t: 36051
1092 t: 38204
1335 t: 41327
1756 t: 43652
1540 t: 45817
2197808======================225 t: 45817
372 t: 25030
2214 t: 27735
1244 t: 38950
1820 t: 46321
1387 t: 49561
2204845======================226 t: 49561
1075 t: 27647
526 t: 31259
6983 t: 41190
934 t: 49774
0 t: 52884
2214363======================227 t: 52884
160 t: 27340
1276 t: 29143
300 t: 33262
1529 t: 35652
1763 t: 38348
1304 t: 40567
1561 t: 44369
780 t: 49714
2223036======================228 t: 49714
1920 t: 34570
1518 t: 38243
748 t: 39011
579 t: 47371
2227801======================229 t: 47371
522 t: 21395
6081 t: 28175
383 t: 34411
696 t: 36501
3752 t: 40989
1745 t: 44766
301 t: 46061
2241281======================230 t: 46061
1127 t: 16924
1467 t: 19466
716 t: 21218
1390 t: 24128
767 t: 30841
605 t: 32270
7155 t: 39461
0 t: 48446
0 t: 57561
0 t: 65954
0 t: 75153
2254508======================231 t: 75153
398 t: 13935
15815 t: 35720
2270721======================232 t: 35720
260 t: 25866
1549 t: 28576
14204 t: 47688
0 t: 63258
0 t: 78645
0 t: 92941
0 t: 109767
0 t: 124326
0 t: 138835
2286734======================233 t: 138835
8204 t: 22338
2166 t: 32091
1271 t: 33666
628 t: 35091
1238 t: 37819
1411 t: 39677
1893 t: 42579
630 t: 44405
1048 t: 45990
1649 t: 48047
2306872======================234 t: 48047
3328 t: 38750
3475 t: 47104
702 t: 49692
2314377======================235 t: 49692
2271 t: 25540
6139 t: 46065
0 t: 51621
0 t: 58077
0 t: 63947
0 t: 69548
0 t: 77075
2322787======================236 t: 77075
741 t: 18414
2009 t: 26839
2358 t: 33755
1628 t: 35400
1865 t: 40767
2331388======================237 t: 40767
724 t: 33804
427 t: 35605
2162 t: 38465
2220 t: 41816
730 t: 44934
1900 t: 48512
2339551======================238 t: 48512
1339 t: 26383
1016 t: 29177
1258 t: 31386
2098 t: 39619
1558 t: 42566
535 t: 43789
1618 t: 46955
1190 t: 49584
2350163======================239 t: 49584
940 t: 5095
1394 t: 23105
1866 t: 26838
739 t: 29585
1129 t: 32209
1798 t: 34298
1414 t: 37579
1281 t: 39610
3131 t: 46693
2363855======================240 t: 46693
989 t: 23989
2099 t: 27614
1421 t: 29049
3152 t: 38569
1294 t: 42677
824 t: 44442
2373634======================241 t: 44442
1702 t: 19182
221 t: 26077
1012 t: 27937
1848 t: 32560
1860 t: 35705
2001 t: 37785
1522 t: 41147
146 t: 43188
1666 t: 45551
521 t: 47048
2386133======================242 t: 47048
1655 t: 17740
901 t: 18671
1180 t: 30257
2784 t: 33085
2354 t: 42785
2647 t: 45886
1027 t: 49118
2398681======================243 t: 49118
283 t: 13558
285 t: 14973
1131 t: 20804
2017 t: 24660
480 t: 30971
1841 t: 33716
2135 t: 37727
1769 t: 40271
1426 t: 44078
694 t: 49727
2410742======================244 t: 49727
2146 t: 43479
425 t: 45773
729 t: 46513
708 t: 47935
2414750======================245 t: 47935
623 t: 7412
1026 t: 18523
778 t: 21212
1292 t: 23477
7864 t: 32546
1218 t: 43863
2427551======================246 t: 43863
1668 t: 8024
2374 t: 23223
570 t: 24923
1506 t: 27063
10344 t: 37429
1460 t: 48798
0 t: 50180
0 t: 53048
0 t: 56676
0 t: 58744
0 t: 61041
2445473======================247 t: 61041
1983 t: 16115
954 t: 20998
1612 t: 23134
1759 t: 26907
1393 t: 29888
835 t: 31043
1245 t: 34165
1276 t: 37424
2532 t: 47000
2459062======================248 t: 47000
723 t: 9325
1820 t: 18097
463 t: 29804
791 t: 31426
798 t: 32804
7353 t: 47388
0 t: 56780
0 t: 65503
0 t: 74584
0 t: 83739
2471010======================249 t: 83739
778 t: 30971
1129 t: 32915
944 t: 34313
2902 t: 39732
971 t: 40747
1763 t: 43540
1160 t: 49036
2480657======================250 t: 49036
1015 t: 17246
1770 t: 30828
2533 t: 37111
688 t: 38849
980 t: 41242
1318 t: 44177
1963 t: 48753
2490924======================251 t: 48753
2436 t: 25785
1992 t: 40167
1928 t: 45583
2497280======================252 t: 45583
1261 t: 26608
1366 t: 45819
2499907======================253 t: 45819
1265 t: 31576
2687 t: 35653
447 t: 49160
2504306======================254 t: 49160
600 t: 30493
1496 t: 32632
1836 t: 36618
693 t: 39194
157 t: 49571
2509088======================255 t: 49571
922 t: 11569
2007 t: 19362
888 t: 30739
7551 t: 38663
312 t: 47648
0 t: 50255
0 t: 52390
2520768======================256 t: 52390
292 t: 3420
9884 t: 42197
2530944======================257 t: 42197
680 t: 23239
1733 t: 33982
667 t: 36497
855 t: 37728
1486 t: 40753
1186 t: 47249
1138 t: 49053
2538689======================258 t: 49053
806 t: 33353
1741 t: 37424
1161 t: 40529
6584 t: 48357
0 t: 56576
0 t: 64283
0 t: 71980
2548981======================259 t: 71980
842 t: 37619
2662 t: 42474
626 t: 46033
469 t: 46519
384 t: 48348
2553964======================260 t: 48348
1406 t: 42456
1509 t: 43992
1098 t: 49541
2557977======================261 t: 49541
2092 t: 46963
1321 t: 48297
2561390======================262 t: 48297
9603 t: 47156
2570993======================263 t: 47156
1511 t: 27609
1102 t: 39854
1696 t: 43364
646 t: 44035
600 t: 46458
538 t: 47577
2577086======================264 t: 47577
275 t: 18250
1109 t: 27638
1578 t: 34472
1955 t: 41236
1668 t: 44581
138 t: 45494
292 t: 49739
2584101======================265 t: 49739
740 t: 27545
1738 t: 29294
1490 t: 31107
2089 t: 34647
2321 t: 37015
7133 t: 49736
0 t: 57717
2599612======================266 t: 57717
650 t: 47716
2600262======================267 t: 47716
504 t: 39797
1348 t: 44403
973 t: 46729
768 t: 49287
2603855======================268 t: 49287
943 t: 26415
1812 t: 41826
7372 t: 49931
2613982======================269 t: 49931
2733 t: 36703
955 t: 38737
934 t: 42095
974 t: 43708
1319 t: 45730
2620897======================270 t: 45730
2315 t: 23763
1776 t: 28584
1470 t: 49750
2626458======================271 t: 49750
6729 t: 21501
7098 t: 36075
2708 t: 46531
2642993======================272 t: 46531
2944 t: 16302
2098 t: 44666
1538 t: 48406
145 t: 48815
2649718======================273 t: 48815
2929 t: 9279
8760 t: 40897
0 t: 51750
0 t: 61239
2661407======================274 t: 61239
1141 t: 28404
2036 t: 41062
2172 t: 43259
595 t: 46507
481 t: 47751
2667832======================275 t: 47751
293 t: 29062
11875 t: 45247
0 t: 57785
2680000======================276 t: 57785
1009 t: 15936
9856 t: 34159
630 t: 44611
337 t: 46109
2691832======================277 t: 46109
790 t: 33248
655 t: 34383
1465 t: 38529
1154 t: 40433
1470 t: 44134
1588 t: 47200
787 t: 49914
2699741======================278 t: 49914
608 t: 30861
755 t: 32257
793 t: 33885
2317 t: 37258
1170 t: 40387
2758 t: 44544
1868 t: 48176
2710010======================279 t: 48176
1700 t: 17954
569 t: 24925
880 t: 27823
912 t: 29225
1680 t: 32002
1236 t: 36645
903 t: 39095
399 t: 40339
1155 t: 41842
694 t: 48627
2720138======================280 t: 48627
1026 t: 31740
1346 t: 34214
1640 t: 36493
2129 t: 38635
897 t: 40148
1549 t: 42146
1639 t: 45015
2730364======================281 t: 45015
901 t: 22606
1527 t: 27309
924 t: 39420
684 t: 40130
1157 t: 42577
1115 t: 46119
2214 t: 49432
2738886======================282 t: 49432
811 t: 19920
1342 t: 31521
386 t: 33539
1679 t: 36861
722 t: 38701
761 t: 39848
1379 t: 42594
896 t: 48012
2746862======================283 t: 48012
1067 t: 37078
1805 t: 40344
471 t: 41499
1258 t: 43709
1186 t: 46056
1595 t: 48425
2754244======================284 t: 48425
695 t: 30478
8355 t: 38895
0 t: 47391
0 t: 56013
0 t: 64245
0 t: 73570
2763294======================285 t: 73570
1785 t: 27366
2366 t: 31281
2238 t: 34682
1966 t: 43175
906 t: 45666
2772555======================286 t: 45666
360 t: 18323
1398 t: 21656
2217 t: 35281
1832 t: 38155
1719 t: 39905
702 t: 47810
2780783======================287 t: 47810
759 t: 18712
1809 t: 28259
1818 t: 35173
905 t: 37153
628 t: 37799
1371 t: 39735
1260 t: 45851
2789333======================288 t: 45851
733 t: 13986
2003 t: 17690
1040 t: 20428
2290 t: 27702
1124 t: 30861
497 t: 31991
338 t: 32867
413 t: 34218
557 t: 35762
1864 t: 39498
7454 t: 46981
0 t: 55542
0 t: 64453
0 t: 74115
2807646======================289 t: 74115
1955 t: 29568
2076 t: 31660
8779 t: 43615
2820456======================290 t: 43615
1263 t: 27324
8001 t: 35335
691 t: 47473
0 t: 50736
0 t: 53465
2830411======================291 t: 53465
198 t: 36498
431 t: 37645
912 t: 38862
2421 t: 42523
1759 t: 47655
2836132======================292 t: 47655
2024 t: 30828
1925 t: 34141
1149 t: 43323
2541 t: 48441
2843771======================293 t: 48441
2503 t: 10793
1249 t: 15726
1053 t: 24807
13081 t: 38983
0 t: 54615
0 t: 68687
0 t: 83039
0 t: 97249
0 t: 110589
0 t: 124981
2861657======================294 t: 124981
574 t: 30095
815 t: 36432
558 t: 37378
720 t: 38424
1257 t: 41242
446 t: 41899
1152 t: 43069
1946 t: 47010
2869125======================295 t: 47010
972 t: 29763
1611 t: 32495
796 t: 33871
553 t: 35146
774 t: 37098
2085 t: 40774
1672 t: 47696
2877588======================296 t: 47696
1518 t: 5939
16048 t: 48172
0 t: 65757
0 t: 82900
0 t: 99432
0 t: 123105
0 t: 138338
2895154======================297 t: 138338
156 t: 26067
5209 t: 32261
665 t: 47564
2901184======================298 t: 47564
2286 t: 9194
1861 t: 26299
1253 t: 30391
975 t: 31399
997 t: 37550
311 t: 37871
1720 t: 39618
942 t: 42417
1114 t: 44422
2912643======================299 t: 44422
1396 t: 18618
1923 t: 27702
2492 t: 36983
2349 t: 39370
1742 t: 44188
1160 t: 46741
2923705======================300 t: 46741
354 t: 25587
2263 t: 33427
1564 t: 40028
811 t: 41910
667 t: 43819
1115 t: 44946
1157 t: 47253
2931636======================301 t: 47253
1679 t: 34269
575 t: 35629
1201 t: 36835
976 t: 39542
0 t: 40082
1302 t: 42470
814 t: 44839
2938183======================302 t: 44839
1792 t: 16756
668 t: 20128
1249 t: 24668
823 t: 26663
425 t: 28499
680 t: 29893
837 t: 31551
629 t: 32664
1865 t: 35214
517 t: 35957
1558 t: 37939
2133 t: 42167
1519 t: 47381
2952878======================303 t: 47381
172 t: 32132
1170 t: 34352
1796 t: 36837
2005 t: 39895
6628 t: 48733
2964649======================304 t: 48733
1637 t: 9096
8186 t: 19379
680 t: 27387
1460 t: 29928
2839 t: 33443
1516 t: 44458
1471 t: 48615
2982438======================305 t: 48615
1172 t: 33608
478 t: 35018
993 t: 38949
7056 t: 47149
2992137======================306 t: 47149
909 t: 33844
589 t: 35347
1244 t: 36728
514 t: 46459
2995393======================307 t: 46459
264 t: 21316
1738 t: 23068
2994 t: 26175
1762 t: 36874
1640 t: 45194
1287 t: 48158
3005078======================308 t: 48158
336 t: 27400
8024 t: 49503
0 t: 59234
0 t: 68618
0 t: 77648
3013438======================309 t: 77648
260 t: 30406
2202 t: 33922
1584 t: 39191
1067 t: 40301
877 t: 41545
812 t: 42465
3020240======================310 t: 42465
540 t: 33397
498 t: 35412
2918 t: 39704
1417 t: 41161
1110 t: 42284
2416 t: 48571
3029139======================311 t: 48571
1755 t: 17781
1453 t: 20579
950 t: 34268
98 t: 35023
1590 t: 36623
193 t: 38171
981 t: 39313
1251 t: 41095
1095 t: 43910
588 t: 45546
3039093======================312 t: 45546
1780 t: 29878
1350 t: 33563
1120 t: 34706
1275 t: 36452
2981 t: 39636
1194 t: 45695
3048793======================313 t: 45695
1058 t: 42211
2919 t: 46976
345 t: 48348
3053115======================314 t: 48348
1217 t: 27469
2067 t: 36112
1467 t: 39083
1342 t: 42073
1232 t: 43943
1369 t: 47367
3061809======================315 t: 47367
1184 t: 38427
7915 t: 48264
0 t: 58152
3070908======================316 t: 58152
1428 t: 42627
2185 t: 45849
1208 t: 48674
3075729======================317 t: 48674
1214 t: 24205
858 t: 25082
563 t: 33531
976 t: 35184
1937 t: 37831
1821 t: 46247
840 t: 47693
1588 t: 49970
3085526======================318 t: 49970
1848 t: 17106
1986 t: 20962
1367 t: 49740
3090727======================319 t: 49740
583 t: 10898
14144 t: 26500
2271 t: 47066
870 t: 48520
3108595======================320 t: 48520
1695 t: 24716
2399 t: 31098
0 t: 33088
1577 t: 35762
2280 t: 40595
1354 t: 43466
1306 t: 45766
3119206======================321 t: 45766
148 t: 22657
688 t: 23558
8158 t: 32889
2986 t: 41718
1100 t: 43116
1649 t: 46354
3133935======================322 t: 46354
1296 t: 35907
1759 t: 37695
1183 t: 38899
1793 t: 42021
1729 t: 49914
3141695======================323 t: 49914
1314 t: 4594
1061 t: 16380
2300 t: 23195
1481 t: 26634
1173 t: 29307
892 t: 30477
1367 t: 32593
666 t: 36920
1157 t: 43815
1118 t: 45667
1209 t: 47615
3155433======================324 t: 47615
1872 t: 37845
945 t: 40217
1048 t: 46437
3159298======================325 t: 46437
1241 t: 22755
1540 t: 25323
2274 t: 29983
1687 t: 32529
769 t: 34583
507 t: 36399
520 t: 40266
1078 t: 42028
1152 t: 45210
1526 t: 47584
3171592======================326 t: 47584
481 t: 19687
619 t: 21619
1435 t: 23894
1045 t: 26685
1562 t: 29622
547 t: 31515
570 t: 38240
375 t: 47300
923 t: 48867
3179149======================327 t: 48867
1118 t: 19120
1159 t: 21084
972 t: 22616
1730 t: 25360
863 t: 27606
618 t: 28509
2691 t: 31209
620 t: 33208
1865 t: 45846
1363 t: 47736
1197 t: 49408
3193345======================328 t: 49408
710 t: 24337
531 t: 25351
649 t: 26688
1860 t: 30987
1074 t: 32075
1655 t: 44255
3199824======================329 t: 44255
979 t: 21422
4687 t: 26938
1533 t: 39517
414 t: 43614
571 t: 45163
1701 t: 48061
3209709======================330 t: 48061
2961 t: 41843
3505 t: 47419
903 t: 49840
3217078======================331 t: 49840
7652 t: 12048
1323 t: 22209
1990 t: 24931
1362 t: 26321
1075 t: 28208
1306 t: 42271
1190 t: 45085
3232976======================332 t: 45085
1762 t: 15622
2326 t: 32735
1251 t: 35137
725 t: 39988
479 t: 46161
488 t: 47378
3240007======================333 t: 47378
918 t: 32083
742 t: 42266
1778 t: 44273
399 t: 46442
3243844======================334 t: 46442
1287 t: 23184
1496 t: 36874
1211 t: 38920
1296 t: 40446
799 t: 41644
1421 t: 45397
772 t: 46390
1111 t: 48510
3253237======================335 t: 48510
436 t: 16626
9999 t: 38990
0 t: 49499
0 t: 60947
0 t: 71674
0 t: 81720
0 t: 92567
0 t: 102521
0 t: 113207
0 t: 123642
0 t: 133605
0 t: 145026
3263672======================336 t: 145026
589 t: 19925
10658 t: 41245
0 t: 54460
3274919======================337 t: 54460
884 t: 12757
564 t: 14513
1334 t: 17679
1360 t: 22930
1964 t: 26062
13427 t: 43951
0 t: 59062
0 t: 74417
0 t: 89047
3294452======================338 t: 89047
976 t: 21932
1373 t: 30719
1757 t: 32663
1997 t: 37194
522 t: 49113
3301077======================339 t: 49113
4404 t: 9498
1210 t: 15055
769 t: 16572
10890 t: 29351
3426 t: 41180
1941 t: 43864
0 t: 46247
3323717======================340 t: 46247
518 t: 10859
475 t: 24113
1410 t: 26407
1263 t: 28225
1519 t: 35465
1359 t: 48729
3330261======================341 t: 48729
915 t: 18265
1393 t: 21455
330 t: 22288
1924 t: 29525
2747 t: 32345
933 t: 33878
872 t: 44622
922 t: 46566
1133 t: 49047
3341430======================342 t: 49047
462 t: 24111
2236 t: 32649
1420 t: 42280
769 t: 43066
1266 t: 47015
3347583======================343 t: 47015
1916 t: 30200
1980 t: 34416
1292 t: 43411
2269 t: 47699
3355040======================344 t: 47699
1044 t: 31805
764 t: 33436
1189 t: 35775
756 t: 37823
1485 t: 42353
2107 t: 49508
3362385======================345 t: 49508
1363 t: 12441
1228 t: 30927
1296 t: 32246
1257 t: 42019
1643 t: 45073
3369172======================346 t: 45073
1764 t: 26956
1842 t: 40104
2043 t: 47939
319 t: 49624
3375140======================347 t: 49624
2704 t: 37271
1319 t: 39804
1252 t: 42140
924 t: 46813
1850 t: 49107
3383189======================348 t: 49107
8384 t: 11622
3440 t: 44665
1341 t: 47036
154 t: 47852
0 t: 50036
3396508======================349 t: 50036
363 t: 46498
1473 t: 48476
3398344======================350 t: 48476
520 t: 43924
1967 t: 46274
200 t: 47014
272 t: 47771
1369 t: 49380
3402672======================351 t: 49380
688 time: 18441
2481 time: 37233
807 time: 41637
979 time: 44482
1494 time: 46004
0 time: 47962
1893 time: 49878
3411014======================352 t: 49878
839 t: 25685
1574 t: 40098
1149 t: 42092
1074 t: 45529
3415650======================353 t: 45529
1857 t: 16728
1104 t: 19735
2021 t: 27960
777 t: 33390
1168 t: 40958
1814 t: 43789
1924 t: 46900
3426315======================354 t: 46900
1231 t: 26325
2781 t: 35445
2075 t: 38871
1315 t: 41919
744 t: 43351
1419 t: 45584
1130 t: 49009
3437010======================355 t: 49009
548 t: 17131
2611 t: 33273
1994 t: 41550
1848 t: 49578
3444011======================356 t: 49578
1707 t: 23085
13118 t: 47075
3458836======================357 t: 47075
958 t: 21222
863 t: 25652
1146 t: 27816
1839 t: 29707
2480 t: 34718
1006 t: 37086
1924 t: 41631
1435 t: 43804
1519 t: 45335
629 t: 47489
3472635======================358 t: 47489
1396 t: 22933
2027 t: 25023
9159 t: 49498
3485217======================359 t: 49498
916 t: 28275
1256 t: 39543
1121 t: 42226
822 t: 45626
3489332======================360 t: 45626
858 t: 6586
1798 t: 25414
1735 t: 38208
680 t: 39795
1458 t: 41465
583 t: 43484
351 t: 44187
1052 t: 46567
3497847======================361 t: 46567
1338 t: 14500
495 t: 15011
1847 t: 25062
1053 t: 34480
582 t: 36294
701 t: 37339
2004 t: 40432
984 t: 42158
1039 t: 43411
1100 t: 46504
3508990======================362 t: 46504
7990 t: 46657
3516980======================363 t: 46657
585 t: 13756
1196 t: 20075
1424 t: 22029
914 t: 25654
1331 t: 28661
640 t: 30539
1746 t: 33484
2300 t: 37161
2205 t: 45210
781 t: 49126
3530102======================364 t: 49126
1323 t: 18231
2042 t: 26807
2414 t: 30946
1601 t: 32577
2648 t: 36069
419 t: 40555
936 t: 42588
840 t: 44173
770 t: 46051
3543095======================365 t: 46051
889 t: 27182
1217 t: 28794
3120 t: 32171
812 t: 34449
2025 t: 36484
812 t: 46722
333 t: 47796
3552303======================366 t: 47796
1183 t: 13018
11093 t: 39980
125 t: 49850
3564704======================367 t: 49850
200 t: 45813
578 t: 46945
1022 t: 49384
3566504======================368 t: 49384
1356 t: 15962
2681 t: 32501
2463 t: 43097
1853 t: 45818
902 t: 48163
3575759======================369 t: 48163
1001 t: 27887
2375 t: 30562
1257 t: 35724
1361 t: 39507
206 t: 46672
244 t: 48208
3582203======================370 t: 48208
670 t: 24286
1610 t: 27002
1775 t: 30461
869 t: 32557
1286 t: 33854
3055 t: 47421
0 t: 50859
3591468======================371 t: 50859
1259 t: 41987
959 t: 44089
1353 t: 46417
457 t: 47924
701 t: 49774
3596197======================372 t: 49774
1040 t: 17366
1824 t: 34611
1887 t: 40827
1296 t: 42943
1556 t: 44537
348 t: 45393
712 t: 47152
3604860======================373 t: 47152
382 t: 23623
1409 t: 34299
851 t: 35169
1457 t: 37576
1329 t: 42418
1068 t: 43912
437 t: 45416
836 t: 46618
1048 t: 48244
3613677======================374 t: 48244
278 t: 30764
534 t: 35561
1126 t: 38127
721 t: 40044
1590 t: 42765
1743 t: 45506
3619669======================375 t: 45506
1026 t: 23494
1422 t: 24924
1595 t: 43040
660 t: 45924
3624372======================376 t: 45924
1188 t: 27488
2013 t: 29518
7613 t: 37152
2484 t: 45789
315 t: 46123
1839 t: 48370
0 t: 50669
3639824======================377 t: 50669
951 t: 29577
815 t: 30419
2059 t: 35669
1994 t: 37680
906 t: 47109
3646549======================378 t: 47109
957 t: 4911
1115 t: 21898
1426 t: 27408
1580 t: 30282
918 t: 31885
1831 t: 34322
834 t: 35172
1040 t: 37431
2331 t: 48829
3658581======================379 t: 48829
352 t: 21163
1246 t: 23308
1663 t: 36525
1688 t: 40026
1406 t: 42027
1302 t: 48986
3666238======================380 t: 48986
769 t: 21312
3263 t: 29069
3271 t: 32389
3026 t: 44643
518 t: 46102
1382 t: 48909
3678467======================381 t: 48909
1071 t: 12175
2238 t: 16293
1032 t: 20032
1308 t: 21350
3291 t: 25478
1149 t: 37132
605 t: 41542
474 t: 42975
1182 t: 44615
667 t: 46204
343 t: 47434
612 t: 48614
471 t: 49418
3692910======================382 t: 49418
1305 t: 25404
1494 t: 28285
868 t: 30295
1380 t: 32339
1720 t: 36056
1258 t: 49219
3700935======================383 t: 49219
1179 t: 26190
1442 t: 28796
1028 t: 35224
1821 t: 38434
885 t: 39345
1788 t: 44634
352 t: 47194
1292 t: 48989
3710722======================384 t: 48989
614 t: 15468
1229 t: 19789
1555 t: 33664
1827 t: 38137
1849 t: 40033
544 t: 49030
3718340======================385 t: 49030
1146 t: 13815
1425 t: 49174
3720911======================386 t: 49174
9464 t: 12483
2037 t: 35487
1683 t: 37614
1242 t: 48965
3735337======================387 t: 48965
1870 t: 36609
2444 t: 40858
8272 t: 49180
0 t: 58476
0 t: 68037
3747923======================388 t: 68037
793 t: 18833
479 t: 29101
1147 t: 32779
1666 t: 36087
1567 t: 40272
1014 t: 42860
1134 t: 45743
3755723======================389 t: 45743
949 t: 7993
1587 t: 28896
1212 t: 31925
1337 t: 43427
2335 t: 47311
2283 t: 49639
0 t: 52504
3765426======================390 t: 52504
856 t: 25431
1769 t: 29954
1243 t: 32955
1803 t: 35630
313 t: 36134
931 t: 38681
1355 t: 40883
1722 t: 43751
495 t: 46463
3775913======================391 t: 46463
637 t: 21104
2260 t: 41274
856 t: 45810
3779666======================392 t: 45810
777 t: 17147
1180 t: 19823
1409 t: 33122
1159 t: 34300
1289 t: 35954
1488 t: 38203
613 t: 47659
3787581======================393 t: 47659
1089 t: 35139
1076 t: 38424
1858 t: 40297
1667 t: 43812
1562 t: 48400
3794833======================394 t: 48400
1500 t: 36439
1142 t: 39578
2562 t: 43227
0 t: 43823
2196 t: 46658
1395 t: 49790
0 t: 51059
3803628======================395 t: 51059
810 t: 39650
1034 t: 40688
2097 t: 43476
3807569======================396 t: 43476
1470 t: 29102
1227 t: 34972
508 t: 37336
2707 t: 41170
1734 t: 49130
3815215======================397 t: 49130
793 t: 17566
1996 t: 33187
1279 t: 34551
2842 t: 45042
989 t: 48559
0 t: 51139
3823114======================398 t: 51139
637 t: 23387
1976 t: 35599
2111 t: 40321
820 t: 45954
1301 t: 49700
3829959======================399 t: 49700

score_1: 3829959

score_2: 3828066
